LA,<,0,l,973,c,957,r,979
LA,<,0,l,972,c,966,r,977
LA,<,0,l,967,c,951,r,980
LA,<,30,l,962,c,866,r,978
LA,<,30,l,929,c,746,r,972
LA,<,30,l,910,c,657,r,970
LA,<,60,l,944,c,698,r,953
LA,<,60,l,970,c,803,r,955
LA,<,60,l,974,c,911,r,964
LA,<,90,l,975,c,969,r,972
LA,<,90,l,977,c,971,r,975
LA,<,90,l,977,c,973,r,977
LA,<,120,l,976,c,975,r,975
LA,<,120,l,971,c,967,r,978
LA,<,120,l,962,c,919,r,978
LA,<,150,l,941,c,825,r,977
LA,<,150,l,924,c,729,r,972
LA,<,150,l,905,c,636,r,957
Sensor,Attribute,Mean,Median,Mode,StdDev,...
<
