LA,<,0,l,973,c,972,r,977
LA,<,0,l,975,c,975,r,979
LA,<,0,l,976,c,975,r,977
LA,<,30,l,968,c,957,r,978
LA,<,30,l,966,c,948,r,979
LA,<,30,l,970,c,961,r,980
LA,<,60,l,960,c,943,r,979
LA,<,60,l,958,c,929,r,979
LA,<,60,l,961,c,944,r,978
LA,<,90,l,963,c,849,r,977
LA,<,90,l,963,c,836,r,976
LA,<,90,l,961,c,844,r,976
LA,<,120,l,903,c,707,r,972
LA,<,120,l,918,c,699,r,969
LA,<,120,l,886,c,672,r,970
LA,<,150,l,898,c,600,r,954
LA,<,150,l,919,c,606,r,946
LA,<,150,l,898,c,597,r,954
LA,<,180,l,941,c,690,r,943
LA,<,180,l,956,c,706,r,952
LA,<,180,l,946,c,687,r,937
LA,<,210,l,971,c,797,r,929
LA,<,210,l,970,c,809,r,946
LA,<,210,l,971,c,802,r,933
LA,<,240,l,975,c,908,r,959
LA,<,240,l,974,c,898,r,964
LA,<,240,l,975,c,913,r,962
LA,<,270,l,977,c,969,r,972
LA,<,270,l,976,c,966,r,971
LA,<,270,l,975,c,970,r,970
LA,<,300,l,976,c,973,r,976
LA,<,300,l,977,c,972,r,976
LA,<,300,l,977,c,973,r,976
LA,<,330,l,977,c,975,r,977
LA,<,330,l,977,c,972,r,976
LA,<,330,l,977,c,974,r,976
